car_brand,car_model,car_variant,car_price,car_transmission,car_mileage,car_year,car_location,car_link
Toyota,INNOVA,G (INNOVA),299934300,Manual,214728,2019,Kota Surabaya,https://www.mobbi.id/in/mobil-bekas/toyota-innova-g-2019/p/SN202307-0000000271
Toyota,CALYA,1.2 G M/T,138675000,Manual,19825,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-m-t-2022/p/SN202307-0000000275
Toyota,FORTUNER,VRZ (FORTUNER),470000000,Automatic,46894,2020,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-fortuner-vrz-2020/p/SN202307-000000298
Toyota,AGYA,AGYA 1.2 G MT TRD BENSIN (NEW),122400000,Manual,32325,2019,Kota Medan,https://www.mobbi.id/in/mobil-bekas/toyota-agya-agya-1-2-g-mt-trd-bensin-2019/p/SN202307-0000000276
Toyota,CALYA,1.2 G M/T,130612500,Manual,48934,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-m-t-2021/p/SN202307-0000000278
Toyota,CALYA,1.2 G LUXURY M/T,142975000,Manual,39004,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-luxury-m-t-2023/p/SN202307-0000000291
Toyota,CALYA,1.2 G M/T,140287500,Manual,22697,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-m-t-2022/p/SN202307-0000000293
Toyota,VELOZ,1.5 Q CVT TSS,274125000,Automatic,6081,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-veloz-1-5-q-cvt-tss-2022/p/SN202307-0000000294
Toyota,CALYA,1.2 G A/T,157487500,Automatic,15000,2022,,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-a-t-2022/p/SN202307-0000000299
Toyota,VOXY,(VOXY),351000000,Automatic,113739,2017,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/-voxy-2017/p/SN202307-000000306
Toyota,AVANZA,G (AVANZA),168000000,Manual,85098,2018,Kab. Tangerang,https://www.mobbi.id/in/mobil-bekas/toyota-avanza-g-2018/p/SN202307-000000314
Toyota,CALYA,1.2 G M/T,122012500,Manual,80480,2020,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-g-m-t-2020/p/SN202307-0000000304
Toyota,RUSH,G (RUSH),129000000,Automatic,186441,2014,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/toyota-rush-g-2014/p/SN202307-000000335
Daihatsu,AYLA,R (AYLA),129000000,Manual,31267,2018,Kota Pekanbaru,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2018/p/SN202306-000000167
Daihatsu,SIGRA,R DELUXE (SIGRA),139000000,Manual,30013,2020,Kota Jakarta Utara,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-r-deluxe-2020/p/SN202301-000000265
Daihatsu,XENIA,R (XENIA),158000000,Manual,60148,2018,Kota Semarang,https://www.mobbi.id/in/mobil-bekas/daihatsu-xenia-r-2018/p/SN202306-000000024
Daihatsu,TERIOS,R DELUXE (TERIOS),217000000,Automatic,47298,2019,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2019/p/SN202306-000000033
Daihatsu,TERIOS,R DELUXE (TERIOS),209000000,Automatic,72034,2018,Kota Jakarta Pusat,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000574
Daihatsu,AYLA,R DELUXE NEW (AYLA),133000000,Manual,17391,2020,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000053
Daihatsu,AYLA,R DELUXE NEW (AYLA),146000000,Automatic,6956,2020,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000055
Daihatsu,ROCKY,R ASA 2T (ROCKY),221000000,Automatic,32910,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-r-asa-2t-2021/p/SN202307-000000142
Daihatsu,AYLA,R DELUXE NEW (AYLA),134000000,Manual,9697,2020,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000086
Daihatsu,TERIOS,TX ADVENTURE (TERIOS),152000000,Manual,116424,2014,Kota Palembang,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-tx-adventure-2014/p/SN202305-000000718
Daihatsu,AYLA,R DELUXE (AYLA),127000000,Manual,44619,2017,Kota Pekanbaru,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2017/p/SN202305-000000789
Daihatsu,TERIOS,R DELUXE (TERIOS),207000000,Automatic,90381,2018,Kota Jakarta Timur,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000280
Daihatsu,AYLA,R DELUXE NEW (AYLA),133000000,Manual,10571,2020,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000094
Daihatsu,AYLA,R DELUXE (AYLA),146000000,Automatic,37803,2020,Kota Pekanbaru,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2020/p/SN202307-000000096
Daihatsu,TERIOS,R (TERIOS),214000000,Automatic,39920,2019,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-2019/p/SN202306-000000526
Daihatsu,AYLA,R DELUXE NEW (AYLA),132000000,Manual,21655,2020,Kota Depok,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000174
Daihatsu,AYLA,R (AYLA),114000000,Manual,96272,2018,Kota Semarang,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2018/p/SN202303-000000608
Daihatsu,TERIOS,R DELUXE (TERIOS),205000000,Automatic,85578,2019,Kota Pekanbaru,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2019/p/SN202303-000000710
Daihatsu,TERIOS,R DELUXE (TERIOS),211000000,Manual,25834,2018,Kota Bandung,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000478
Daihatsu,TERIOS,R CUSTOM (TERIOS),170000000,Automatic,97326,2016,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-custom-2016/p/SN202306-000000161
Daihatsu,AYLA,R DELUXE (AYLA),115000000,Manual,43452,2017,Kota Semarang,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2017/p/SN202306-000000071
Daihatsu,AYLA,R (AYLA),125000000,Manual,36244,2020,Kota Semarang,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2020/p/SN202303-000000234
Daihatsu,TERIOS,R (TERIOS),156000000,Automatic,116580,2015,Kota Depok,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-2015/p/SN202306-000000539
Daihatsu,AYLA,R (AYLA),142000000,Manual,27487,2020,Kota Pekanbaru,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2020/p/SN202305-000000364
Daihatsu,AYLA,X (AYLA),102000000,Manual,145625,2019,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-x-2019/p/SN202307-000000140
Daihatsu,LUXIO,D (LUXIO),90000000,Manual,115278,2015,Kota Palembang,https://www.mobbi.id/in/mobil-bekas/daihatsu-luxio-d-2015/p/SN202306-000000566
Daihatsu,XENIA,R (XENIA),152000000,Automatic,125002,2018,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-xenia-r-2018/p/SN202306-000000311
Daihatsu,TERIOS,X DELUXE (TERIOS),174000000,Automatic,87863,2018,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-x-deluxe-2018/p/SN202306-000000315
Daihatsu,AYLA,R DELUXE (AYLA),129000000,Manual,16034,2020,Kota Palembang,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2020/p/SN202307-000000190
Daihatsu,AYLA,R (AYLA),135000000,Manual,12481,2019,Kota Balikpapan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2019/p/SN202307-000000227
Daihatsu,ALL NEW XENIA,1.3 R M/T,191887500,Automatic,5558,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-r-m-t-2021/p/SN202305-0000000231
Daihatsu,ROCKY,1.2 M CVT,183825000,Automatic,8413,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-m-cvt-2022/p/SN202305-0000000238
Daihatsu,ALL NEW XENIA,1.3 X CVT,202637500,Automatic,8940,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-x-cvt-2022/p/SN202306-0000003031
Daihatsu,AYLA,1.0 D+ M/T NEW,86537500,Manual,38479,2018,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-d%2B-m-t-new-2018/p/SN202306-0000003049
Daihatsu,NEW AYLA,1.0 X MT MC,110187500,Automatic,13543,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000003054
Daihatsu,SIGRA,1.0 D M/T MC,120400000,Automatic,15182,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000003055
Daihatsu,GRANMAX,1.5 M/T,130612500,Automatic,13131,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202306-0000003056
Daihatsu,SIGRA,1.0 D M/T,119325000,Automatic,15793,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2022/p/SN202306-0000003060
Daihatsu,NEW AYLA,1.0 D+ MT MC,109650000,Manual,7269,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000003062
Daihatsu,NEW AYLA,1.0 D+ MT MC,106962500,Automatic,8231,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000003064
Daihatsu,AYLA,1.0 M M/T,88580000,Automatic,43928,2019,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-m-m-t-2019/p/SN202304-0000000014
Daihatsu,SIGRA,1.2 R M/T MC,115025000,Manual,83153,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2021/p/SN202305-0000000074
Daihatsu,ROCKY,1.2 X M/T,162325000,Manual,33801,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-m-t-2021/p/SN202305-0000000511
Daihatsu,NEW AYLA,1.0 D+ MT MC,99437500,Automatic,27438,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202305-0000000521
Daihatsu,ROCKY,1.2 M CVT,170925000,Automatic,19504,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-m-cvt-2021/p/SN202305-0000000552
Daihatsu,SIGRA,1.0 D M/T MC,109112500,Manual,35350,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000004007
Daihatsu,SIGRA,1.0 D M/T MC,104275000,Automatic,23942,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000004023
Daihatsu,NEW AYLA,1.0 D+ MT MC,97825000,Manual,25533,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000004024
Daihatsu,SIGRA,1.0 M M/T MC,112337500,Manual,19531,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000004025
Daihatsu,GRANMAX,PU 1.5 M/T,119325000,Automatic,46160,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202306-0000004041
Daihatsu,SIGRA,1.0 D M/T MC,121475000,Automatic,6943,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000010079
Daihatsu,NEW AYLA,1.0 D+ MT MC,96212500,Automatic,30309,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000010081
Daihatsu,SIGRA,1.0 D M/T,98362500,Automatic,40248,2020,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2020/p/SN202306-0000010082
Daihatsu,GRAN MAX,D (GRAN MAX),133000000,Manual,36514,2019,Kota Bekasi,https://www.mobbi.id/in/mobil-bekas/daihatsu-gran-max-d-2019/p/SN202307-000000408
Daihatsu,SIGRA,R (SIGRA),133000000,Automatic,34023,2019,Kota Tangerang Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-r-2019/p/SN202307-000000423
Daihatsu,AYLA,R DELUXE (AYLA),135000000,Automatic,33442,2019,Kota Bandung,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2019/p/SN202307-000000444
Daihatsu,SIGRA,1.2 R M/T MC,120937500,Manual,50723,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2021/p/SN202307-0000001002
Daihatsu,ALL NEW TERIOS,X M/T IDS,203712500,Manual,54434,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-terios-x-m-t-ids-2022/p/SN202307-0000001006
Daihatsu,ALL NEW TERIOS,R A/T DELUXE,214462500,Automatic,17908,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-terios-r-a-t-deluxe-2022/p/SN202307-0000001012
Daihatsu,NEW AYLA,1.0 X MT MC,111800000,Manual,66940,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2021/p/SN202307-0000001015
Daihatsu,GRANMAX,PU 1.5 M/T,133837500,Manual,1606,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2023/p/SN202307-0000001020
Daihatsu,GRANMAX,PU 1.5 M/T,116100000,Manual,40445,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202307-0000002002
Daihatsu,SIGRA,1.0 M M/T MC,131150000,Manual,48638,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202307-0000002004
Daihatsu,SIGRA,1.0 D M/T MC,125237500,Manual,29949,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000002005
Daihatsu,NEW AYLA,1.2 R MT DLX MC,133837500,Manual,24503,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-dlx-mc-2021/p/SN202307-0000002007
Daihatsu,SIGRA,1.0 D M/T MC,113950000,Manual,47013,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000002009
Daihatsu,NEW AYLA,1.0 X MT MC,116100000,Manual,5332,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2023/p/SN202307-0000002008
Daihatsu,GRANMAX,PU 1.5 M/T,134375000,Manual,4555,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2023/p/SN202307-0000002010
Daihatsu,SIGRA,1.0 M M/T MC,112337500,Manual,31014,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202307-0000002011
Daihatsu,SIGRA,1.0 D M/T,124162500,Manual,19850,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2022/p/SN202307-0000002014
Daihatsu,NEW AYLA,1.0 D+ MT MC,99975000,Manual,13077,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202307-0000002016
Daihatsu,GRANMAX,PU 1.5 M/T,126850000,Manual,22927,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202307-0000002021
Daihatsu,TERIOS,TERIOS 1.5 TX A/T,158100000,Automatic,84893,2015,Kota Bandung,https://www.mobbi.id/in/mobil-bekas/daihatsu-terios-terios-1-5-tx-a-t-2015/p/SN202305-0000002171
Daihatsu,SIGRA,1.0 M M/T MC,111262500,Automatic,32764,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202305-0000000216
Daihatsu,NEW AYLA,1.2 R MT MC,134912500,Automatic,10742,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-mc-2022/p/SN202305-0000000673
Daihatsu,ROCKY,1.0 R TC CVT ASA,215000000,Automatic,37926,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-0-r-tc-cvt-asa-2021/p/SN202305-0000000689
Daihatsu,NEW AYLA,1.2 R AT MC,138675000,Automatic,13982,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-at-mc-2022/p/SN202305-0000000710
Daihatsu,ALL NEW XENIA,R M/T,203712500,Manual,14470,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-r-m-t-2022/p/SN202305-0000000717
Daihatsu,NEW AYLA,1.0 D+ MT MC,111800000,Manual,1909,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2023/p/SN202306-0000001004
Daihatsu,NEW AYLA,1.0 D+ MT MC,87612500,Manual,33535,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202306-0000001005
Daihatsu,SIGRA,1.0 M M/T MC,115562500,Automatic,55504,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000009002
Daihatsu,SIGRA,1.2 R M/T MC,115025000,Manual,86575,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2021/p/SN202306-0000009012
Daihatsu,NEW AYLA,1.0 D+ MT MC,102662500,Automatic,28208,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202306-0000009019
Daihatsu,SIGRA,1.0 D M/T MC,119862500,Automatic,14196,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000009020
Daihatsu,NEW AYLA,1.0 X MT MC,123087500,Automatic,18651,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000009022
Daihatsu,SIGRA,1.0 D M/T MC,121475000,Automatic,11933,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000009024
Daihatsu,GRANMAX,PU 1.5 M/T,162862500,Manual,5672,2023,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2023/p/SN202306-0000009025
Daihatsu,GRANMAX,PU 1.5 M/T,127925000,Automatic,17771,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000009027
Daihatsu,NEW AYLA,1.0 D+ MT MC,108575000,Automatic,10893,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000009029
Daihatsu,NEW AYLA,1.0 X MT MC,109112500,Manual,18116,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000009030
Daihatsu,SIGRA,1.0 D M/T MC,117175000,Automatic,26918,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000009036
Daihatsu,NEW AYLA,1.2 R MT DLX MC,118787500,Automatic,63330,2020,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-dlx-mc-2020/p/SN202306-0000009042
Daihatsu,XENIA,R (XENIA),149000000,Automatic,78821,2016,Kota Jakarta Timur,https://www.mobbi.id/in/mobil-bekas/daihatsu-xenia-r-2016/p/SN202306-000000378
Daihatsu,ROCKY,1.2 X M/T,186512500,Automatic,5676,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-m-t-2022/p/SN202306-0000009052
Daihatsu,AYLA,R DELUXE NEW (AYLA),146300000,Automatic,37406,2020,Kota Semarang,https://www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-new-2020/p/SN202307-000000252
Daihatsu,NEW AYLA,1.0 D+ MT MC,95675000,Manual,20834,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202307-0000000158
Daihatsu,SIGRA,1.2 R M/T,109112500,Manual,97485,2019,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-2019/p/SN202307-0000000162
Daihatsu,SIGRA,1.0 M M/T MC,123625000,Automatic,13483,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202307-0000000164
Daihatsu,NEW AYLA,1.0 D+ MT MC,96212500,Automatic,37747,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202307-0000000165
Daihatsu,SIGRA,1.2 X M/T MC,119862500,Automatic,47302,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-x-m-t-mc-2022/p/SN202307-0000000166
Daihatsu,NEW AYLA,1.0 M MT E4,86537500,Automatic,125374,2019,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-m-mt-e4-2019/p/SN202307-0000000173
Daihatsu,SIGRA,1.0 M M/T MC,95675000,Automatic,19763,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202307-0000000174
Daihatsu,SIGRA,1.0 D M/T MC,126850000,Automatic,13351,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000000176
Daihatsu,CALYA,1.2 E STD M/T,124162500,Automatic,21544,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/toyota-calya-1-2-e-std-m-t-2021/p/SN202307-0000000178
Daihatsu,SIGRA,1.0 D M/T MC,94600000,Automatic,54493,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202307-0000000180
Daihatsu,SIGRA,1.0 M M/T MC,116637500,Automatic,32073,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202307-0000000181
Daihatsu,ROCKY,1.2 X CVT,202637500,Automatic,9372,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-cvt-2022/p/SN202307-0000000182
Daihatsu,GRANMAX,1.5 M/T,117175000,Automatic,30008,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202307-0000000184
Daihatsu,GRANMAX,PU 1.5 M/T,119325000,Automatic,21426,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202307-0000000186
Daihatsu,SIGRA,1.0 D M/T MC,113950000,Automatic,22807,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000000188
Daihatsu,SIGRA,1.0 D M/T MC,113412500,Automatic,50095,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202307-0000000189
Daihatsu,NEW AYLA,1.0 X MT MC,102662500,Automatic,29818,2021,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2021/p/SN202307-0000000191
Daihatsu,SIGRA,1.0 D M/T MC,105887500,Automatic,52805,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000000190
Daihatsu,SIGRA,1.2 R M/T MC,131150000,Automatic,66850,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2022/p/SN202307-0000000193
Daihatsu,ALL NEW XENIA,X M/T,213387500,Manual,9218,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-x-m-t-2022/p/SN202307-0000000198
Daihatsu,GRANMAX,PU 1.3 M/T,99975000,Automatic,22273,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-3-m-t-2022/p/SN202307-0000000199
Daihatsu,SIGRA,1.0 D M/T MC,126312500,Automatic,22796,2022,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000000203
Daihatsu,SIGRA,1.0 D M/T,94600000,Automatic,107075,2019,Kota Jakarta Selatan,https://www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2019/p/SN202307-0000000205
